id;skupina_ico;role;typ_skupiny;deals_open;deals_closed;osoby;name;owner_id;label_ids;website;linkedin;industry;annual_revenue;employee_count;visible_to;add_time;update_time;is_deleted;address.value;address.subpremise;address.street_number;address.route;address.sublocality;address.locality;address.admin_area_level_1;address.admin_area_level_2;address.postal_code;address.country;address.formatted_address;cf.02eb0f638d9d6fb99a3fc0b6c274f1cea86aa691;cf.0a7f283f809234eae91d60341d11bd95bc16180d;cf.0b58197158cfc8201c352d14b7b837be1a78cceb;cf.0f91eb090c567025d50bd189c2fcef7660168cd2;cf.14a4ac8013661f14c28f977a30092cb6c315a20a;cf.232ebbf4c83f26373ecffe82af67c36963a1ec92;cf.2d1b78c03a1a2f8fd4472defaf32f40b4aa517fa;cf.3a2b73f1a8f908922b1ea5cae104d86d3d9f70b1;cf.4f6d4b49dd0c39448d59c76d9fe9a43026c03edc;cf.5508fa81db364acf7ee7fdc603a016c4c5479aae;cf.5565c37125199485cd7968dc6654d03cfa8d97d8;cf.58292c6b75b6b047a30635b6277d3d71f5376949;cf.5c6385dbe81a44197233a3ad6d66cefa54e8a84f;cf.5f5d9955991be6d8a4586b935b5dca5debf409d5;cf.60a1ba6d2782a2c250108cab56ef0fe61515efbb;cf.70ff2c57f7e0784a71f539a1683a2a050ff2a71c;cf.73573bbb46530af29a18a152762539900342f105;cf.7825f3fdbf7a73a202047a54a429f556a5406b81;cf.88455d0abc8d38a663d25462f501f27cae1eef38;cf.9925a084cc9f374591cb593fa818d4460dbc8c2e;cf.a205678df30f94b434bac611ddff4d2dbb7ae38b;cf.a865d043f6fc8201c30bde5974247ee669ece13a;cf.b829f774cb43a6c4841bd5ce4d2dc7fdbaf96eee;cf.b9ef0fcf6aaff0bef9ba332d255bd33bc6f435a3;cf.d123fdfafdb91420983bfedc81aa956ccbaddae4;cf.dfd241da5230a22ef96710acdca51011fb453341;cf.e3453fd3dec0332ac02998427c31663ba064b13f;cf.e4a4020ed5fcbc3a5ca28a59f378725bee707a4e;cf.f2d70cc7aa7ede911aed630f4621ea06ff048b6c;cf.f657d226854c94a51148746df786d1c5ac10cfea;cf.f7b47c3751ab31d105ee0d6cb7fc1ab60e561765;cf.f892ff1690d0ea86d76de3a2371013b454485d80;cf.fb4eabb84ace77ca298b8038b5d23c6abbf73887;cf.fc3b0719fff2d05f89a9010de08a5cd4c8ecf625
8313;04775112;ponechat;merge;0;3;0;2. ScioŠkola Praha - základní škola, s.r.o;11629944;[];;;;;;7;2022-09-02T09:20:18Z;2025-01-08T19:13:14Z;False;V Zahrádkách 2833/3, Praha 3-Žižkov, Česko;;3;V Zahrádkách;Praha 3;;Hlavní město Praha;Hlavní město Praha;130 00;Česko;V Zahrádkách 2833/3, 130 00 Praha 3-Žižkov, Česko;226;;;4775112;;24;;;;;;;;;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;11629944;https://praha3.scioskola.cz/;;208;11629944;;315;;;;;eva.b@vividbooks.com;;;;;
28321;04775112;sloucit;merge;0;1;1;2. ScioŠkola Praha - ZŠ, s.r.o. – V zahrádkách 2833/3, Praha 3 - Žižkov;12795779;[];;;;;;7;2024-09-12T16:06:40Z;2026-05-05T08:18:03Z;False;V zahrádkách 2833/3, Praha 3 - Žižkov;;;;;;Hlavní město Praha;;;;;226;;;04775112;;24;;praha9@scioskola.cz;;;;;;73;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;12795779;;;208;12795779;777226226;315;;;;;iveta@vividbooks.com;Q5FJMD;;132;;59
7906;05007984;ponechat;merge;0;4;1;ZŠ Na Radosti;11629944;[];;;;;;7;2022-05-04T12:27:52Z;2025-11-12T14:50:40Z;False;Komenského 972/10, Žďár nad Sázavou 3, 591 01;;10;Komenského;;Žďár nad Sázavou;Kraj Vysočina;Žďár nad Sázavou;591 01;Czechia;Komenského 972/10, Žďár nad Sázavou 3, 591 01 Žďár nad Sázavou, Czechia;226;;;05 007 984;;24;8605;info@skolanaradosti.cz;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12116814;https://www.skolanaradosti.cz/;;208;12116814;724 814 386;315;797726018;;;;jiri@vividbooks.com;FZ6K6F;;66;;
35472;05007984;sloucit;merge;1;2;2;Základní škola Na Radosti – Husova 376/3, Žďár nad Sázavou;11629944;[5];;;;;;7;2024-10-23T09:30:07Z;2026-07-28T13:18:04Z;False;Husova 376/3, Žďár nad Sázavou;;;;;;Kraj Vysočina;;;;;226;[205];;05007984;[289];24;;info@skolanaradosti.cz;;;;;;36;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";2027-08-30;;12116814;;;208;12116814;797726018;315;;[269, 270, 271, 272];;;jiri@vividbooks.com;TR9S2D;;66;;30
39229;05055806;sloucit;easy;0;0;0;05055806	Základní organizace Základní škola;11629944;[];;;;;;7;2025-05-06T09:39:37Z;2026-05-22T09:21:47Z;False;;;;;;;;;;;;225;;;05055806	Základní organizace Základní škola;;;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;14063023;;;208;11629944;;315;;;;;;;;;;
39717;05055806;ponechat;easy;0;0;1;Základní organizace Základní škola Ostrava, Zelená 42;14063023;[];;;;;;7;2026-02-27T11:12:01Z;2026-05-22T09:22:32Z;False;Moravskoslezský kraj;;;;;;Moravian-Silesian Region;;;Czechia;Moravian-Silesian Region, Czechia;225;;;05055806;;;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;;;;208;;;;;;;;;XM3787;;;;
39428;06069185;ponechat;merge;1;1;9;Základní škola Ninjabot;11629944;[];;;;;;7;2025-09-12T07:40:48Z;2026-08-06T12:37:02Z;False;Hradec Kralove, Czechia;;;;;Hradec Kralove;Hradec Králové Region;Hradec Králové District;;Czechia;Hradec Kralove, Czechia;226;;;6069185;[289];;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12116814;;;208;14063023;;315;;;;;jiri@vividbooks.com;;455;;;
39835;06069185;sloucit;merge;1;0;1;Ninjabot;11629944;[];;;;;;7;2026-08-01T15:45:12Z;2026-08-17T10:55:36Z;False;;;;;;;;;;;;226;;;06069185;;;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;;;;208;;;;;;;;;CEEF7M;;;;
25619;07699603;ponechat;easy;1;10;3;ZŠ Eduard;14063023;[5];;;;;;7;2023-05-26T08:43:59Z;2026-08-26T00:00:42Z;False;Areál TMB, Terezy Novákové 64, 621 00 Brno-Řečkovice a Mokrá Hora, Česko;;64;Terezy Novákové;Brno-Řečkovice a Mokrá Hora;;Jihomoravský kraj;Brno-město;621 00;Česko;Areál TMB, T. Novákové 64, 621 00 Brno-Řečkovice a Mokrá Hora, Česko;226;[205];;07699603;[288, 289];24;19040;;;[345, 346];;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";2027-08-31;;14063023;https://zseduard.cz/;;208;14063023;;315;;[269, 270, 271, 272];;;eva.b@vividbooks.com;ZDVKCS;;;;
34885;07699603;sloucit;easy;0;0;0;Základní škola Eduard – Ernsta Macha 866/27d, Brno;11629944;[];;;;;;7;2024-10-23T09:24:41Z;2024-11-15T01:03:08Z;False;Ernsta Macha 866/27d, Brno;;;;;;Jihomoravský kraj;;;;;226;;;07699603;;24;;gabriela.parilova@zseduard.cz;;;;;;53;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;;;;;;602590955;;;;;;;;;53;;0
9511;15060977;sloucit;easy;0;0;0;Akademie-VOŠ, Gymn. a SOŠ uměleckoprům.;11629944;[];;;;;;7;2023-01-17T17:28:20Z;2024-11-14T01:01:53Z;False;Sázavská 547/;;547;Sázavská;;Světlá nad Sázavou;Kraj Vysočina;Havlíčkův Brod;582 91;Czechia;Sázavská 547, 582 91 Světlá nad Sázavou, Czechia;226;;;15060977;;221;;skola@akademie-svetla.cz;;;Strojník;;;;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;;http://www.akademie-svetla.cz;;;;569 452 441;;;;;;;;;1;;
36374;15060977;ponechat;easy;0;1;1;Akademie – Vyšší odborná škola, Gymnázium a Střední odborná škola uměleckoprůmyslová Světlá nad Sázavou;12116814;[];;;;;;7;2024-10-30T17:19:32Z;2026-05-25T09:56:33Z;False;Sázavská 547  Světlá nad Sázavou 582 91;;;Sázavská;;;Kraj Vysočina;Havlíčkův Brod;582 91;Czechia;Sázavská 547, 582 91 Světlá nad Sázavou, Czechia;226;;;15060977;;221;;;;;;;;;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;12116814;;;208;12116814;;315;;;;;jiri@vividbooks.com;PMSG5R;;;;
35299;19133243;ponechat;easy;0;1;2;ScioŠkola Brno Trnitá – ZŠ, s.r.o. – Šujanovo náměstí 356, Brno;11629944;[412];;;;;;7;2024-10-23T09:28:02Z;2026-05-27T13:33:24Z;False;Šujanovo náměstí 356, Brno;;;;;;Jihomoravský kraj;;;;;226;;;19133243;;24;;trnita@scioskola.cz;;;;;;22;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;;;;;;777939778;;;;;;eva.b@vividbooks.com;;;26;;4
39543;19133243;sloucit;easy;0;0;0;Scio škola Brno Trnitá;11629944;[];;;;;;7;2025-11-06T20:38:45Z;2025-11-07T06:38:33Z;False;;;;;;;;;;;;225;;;19133243;;24;;;;;;;;;;;;;;;;;;;;;;;eva.b@vividbooks.com;X2YRZU;;;;
8637;21287848;ponechat;easy;0;7;6;Základní škola Hučák – č.p. 83, Lochenice;11629944;[5];;;;;;7;2022-11-24T09:57:10Z;2026-08-11T00:00:44Z;False;č.p. 83, Lochenice;;;;;;Královéhradecký kraj;;;;;226;[205];;21287848;[288, 289];24;10395;info@hucak.cz;;[347];;;371;62;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;http://hucak.cz/kontakt/;;208;12795779;777838567;315;;[269];386;;iveta@vividbooks.com;GTRZTD;;96;;34
39682;21287848;sloucit;easy;0;0;0;ScioŠkola Hradec Králové - základní škola, s.r.o.;18026774;[];;;;;;7;2026-02-13T20:29:39Z;2026-02-14T01:00:21Z;False;Královéhradecký kraj;;;;;;Hradec Králové Region;;;Czechia;Hradec Králové Region, Czechia;225;;;21287848;;;;;;;;;;;"{""value"": ""Czech Republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;;;;;;;;;;;;;;;;;
8629;22842292;ponechat;merge;0;1;1;Eduteam – centrum celoživotního vzdělávání z.s.;11629944;[];;;;;;7;2022-11-21T16:39:24Z;2026-08-07T16:52:24Z;False;Ve žlíbku 232/44, 193 00 Horní Počernice, Česko;;232;Ve žlíbku;Praha 20;;Hlavní město Praha;Hlavní město Praha;193 00;Česko;Ve žlíbku 232, 193 00 Praha 20, Česko;226;;; 22842292;;23;;;;;;;;;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;;;;208;;777 002 379;;;;;;iveta@vividbooks.com;VCMT5M;;;;
39419;22842292;sloucit;merge;0;0;1;Eduteam-centrum celoživotního vzdělávání z.s.;12795779;[];;;;;;7;2025-09-09T11:01:52Z;2026-05-28T10:00:32Z;False;Hlavní město Praha;;;;;Prague;Prague;Hlavní město Praha;;Czechia;Prague, Czechia;225;;;22842292;;;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;;;;208;;;;;;;;;VCMT5M;;;;
7884;24252832;sloucit;merge;0;0;1;MŠ a ZŠ Duhový Svět, s.r.o.;11629944;[];;;;;;7;2022-04-27T17:50:12Z;2025-11-12T15:42:58Z;False;Bendlova 2168, 272 01 Kladno, Česko;;2168;Bendlova;;Kladno;Středočeský kraj;Kladno;272 01;Czechia;Bendlova 2168, 272 01 Kladno, Czechia;226;;;242 52 832;;;8698;lenka.koubova@zsduhovysvet.cz;;;;;;;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;12795779;https://www.msduhovysvet.cz/cs;;;;+420 777 454 460;;;;;;;;;;;
34680;24252832;ponechat;merge;1;2;2;MŠ a ZŠ Duhový svět, s.r.o. – Bendlova 2168, Kladno;11629944;[5];;;;;;7;2024-10-23T09:23:03Z;2026-08-25T13:12:53Z;False;Bendlova 2168, Kladno;;;;;;Středočeský kraj;;;;;226;[205];;24252832;[288];24;26633;andrea.mariasova@msduhovysvet.cz;;[345, 347];;;;41;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;18026774;https://www.msduhovysvet.cz/;;208;18026774;777454460;315;;;;;gabriela@vividbooks.com;9YJTF9;;41;;20
5062;25088246;ponechat;merge;0;6;5;Pražské humanitní gymnázium;11629944;[];;;;;;7;2021-07-16T12:47:56Z;2026-05-11T08:00:14Z;False;Svatoslavova,333/4;;333;Svatoslavova;Praha 4;;Hlavní město Praha;Hlavní město Praha;140 00;Czechia;Svatoslavova 333, 140 00 Praha 4-Nusle, Czechia;226;;;25088246;;25;4635;bocanova@phgymnazium.cz;;;;;371;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;http://www.phgymnazium.cz;;208;12795779;703141131;315;;;386;;iveta@vividbooks.com;TEXTH2;;185;;
28202;25088246;sloucit;merge;0;3;2;PHG;12795779;[140];;;;;;7;2024-09-02T09:32:22Z;2026-08-27T06:37:21Z;False;Hlavní město Praha;;;;;Prague;Prague;Hlavní město Praha;;Czechia;Prague, Czechia;226;[205];;25088246;[288];25;;;;[347];;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;;;208;12795779;;315;;;;;iveta@vividbooks.com;TEXTH2;;;180;
2486;25349520;ponechat;merge;0;7;7;Academic School, MŠ, ZŠ a SŠ, s.r.o. – Studentské náměstí 1531, Uherské Hradiště;11629944;[];;;;;;7;2021-05-17T13:00:10Z;2026-09-08T08:57:51Z;False;Studentské náměstí 1531, Uherské Hradiště;;;;;;Zlínský kraj;;;;;226;;;25349520;;24;1987;vera.olsakova@academicschool.cz;;;;;;97;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;14063023;https://academicschool.cz/;;208;14063023;576519343;315;;;;;eva.b@vividbooks.com;Z35RHV;;169;;72
39713;25349520;sloucit;merge;0;0;1;Academic School, Mateřská škola, základní škola a střední škola, s.r.o.;14063023;[];;;;;;7;2026-02-26T16:52:02Z;2026-09-07T12:00:13Z;False;Zlínský kraj;;;;;;Zlín Region;;;Czechia;Zlín Region, Czechia;225;;; 25349520;;;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;;;;208;;;;;;;;;Z35RHV;;;;
6817;25369474;ponechat;merge;1;13;7;Základní škola logopedická s.r.o. – Paskovská 65/92, Ostrava;11629944;[5];;;;;;7;2021-10-14T05:34:34Z;2026-08-31T12:19:10Z;False;Paskovská 65/92, Ostrava 20, Czechia;92;92;Paskovská;;;Moravskoslezský kraj;Ostrava-město;720 00;Czechia;92, Paskovská 65/92, 720 00 Ostrava-Hrabová, Czechia;226;[205];;25369474;[288, 289];24;6258;h.juricova@zs-klokanek.eu;;[345];;;371;81;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Česko"", ""postal_code"": null, ""formatted_address"": ""Česko""}";2028-01-30;;14063023;https://www.zs-klokanek.cz/;;208;;771110591;;;[269];;;eva.b@vividbooks.com;AN6URC;;142;;61
39586;25369474;sloucit;merge;0;0;1;Základní škola logopedická s.r.o.;14063023;[];;;;;;7;2026-01-05T21:21:59Z;2026-01-19T11:45:35Z;False;Moravskoslezský kraj;;;;;;Moravian-Silesian Region;;;Czechia;Moravian-Silesian Region, Czechia;225;;;CZ25369474;;;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;;;;208;;;;;;;;;LTRZMV;;;;
5038;25546210;sloucit;merge;0;2;4;I. Něm. zem. gymnasium, ZŠ a MŠ, o.p.s. – Mendlovo náměstí 1/4, Brno;11629944;[];;;;;;7;2021-07-16T12:47:48Z;2026-04-24T09:51:22Z;False;Mendlovo náměstí 1/4, Brno;;;;;;Jihomoravský kraj;;;;;226;;;25546210;;24;6924;reditelstvi@skolskykomplex.cz;;;;;;161;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;14063023;http://www.skolskykomplex.cz;;208;;+420541214465;;543211790;;386;;iveta@vividbooks.com;UGQQEC;;161;;0
39377;25546210;ponechat;merge;0;3;5;PORG Brno - gymnázium, základní škola a mateřská škola, o.p.s.;14063023;[];;;;;;7;2025-08-28T13:35:06Z;2026-09-04T09:26:44Z;False;Mendlovo náměstí 1, 603 00 Staré Brno, Česko;;3;Mendlovo náměstí;Brno-střed;;Jihomoravský kraj;Brno-město;603 00;Česko;Mendlovo nám. 1/3, 603 00 Brno-střed-Staré Brno, Česko;225;;;25546210;;24;3394;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Česko"", ""postal_code"": null, ""formatted_address"": ""Česko""}";;;14063023;https://www.porg.cz/porg-brno/;;208;;;;;;;;eva.b@vividbooks.com;UGQQEC;;;;
2349;25602578;sloucit;merge;0;1;1;Soukr. ZŠ Integrál pro žáky se spec.por. – Jana Masaryka 360/25, Praha 2 - Vinohrady;11629944;[];;;;;;7;2021-05-17T12:59:21Z;2026-03-06T11:13:21Z;False;Jana Masaryka 360/25, Praha 2 - Vinohrady;;;;;;Hlavní město Praha;;;;;226;;;25602578;;24;1850;skola@skolaintegral.cz;;;;;;46;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;11629944;www.skolaintegral.cz;;208;11629944;224253470;315;;;;;;;;105;;59
38882;25602578;ponechat;merge;0;4;2;Soukromá základní škola Integrál pro žáky se specifickými poruchami učení, s.r.o.;12795779;[];;;;;;7;2025-03-17T19:24:51Z;2026-07-28T12:45:44Z;False;Hlavní město Praha;;;;;Prague;Prague;Hlavní město Praha;;Czechia;Prague, Czechia;225;;;25602578;;24;;;;;;;371;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;;;208;12795779;;315;;;;;iveta@vividbooks.com;ZK5T8T;;;;
8868;25607375;sloucit;merge;0;0;1;MICHAEL-SŠ a VOŠ rekl. a umělec. tvorby;11629944;[];;;;;;7;2023-01-17T17:26:01Z;2026-05-20T12:08:23Z;False;Machkova 1646/1;;1646/1;Machkova;Praha 11;;Hlavní město Praha;Hlavní město Praha;149 00;Czechia;Machkova 1646/1, 149 00 Praha 11-Chodov, Czechia;226;;;25607375;;221;;"info@skolamichael.cz; hrubesovam@skolamichael.cz";;;Užitá fotografie a média;;;;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;;http://www.skolamichael.cz;;;;267 910 638 ,777229400;;;;;;;;;92;;
27207;25607375;ponechat;merge;0;2;3;MICHAEL-SŠ a VOŠ rekl. a umělec. tvorby, Machkova 1646/1;12795779;[];;;;;;7;2024-04-04T16:56:01Z;2026-06-03T09:06:00Z;False;Hlavní město Praha;;;;;Prague;Prague;Hlavní město Praha;;Czechia;Prague, Czechia;225;;;25607375;;212;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;;;208;12795779;;315;;;;;iveta@vividbooks.com;57JB7M;;;;
2110;25612778;ponechat;merge;0;9;3;Základní škola Klíček – Donovalská 1863/44, Praha 4 - Chodov;11629944;[5];;;;;;7;2021-04-09T11:48:51Z;2026-08-07T15:59:17Z;False;Donovalská 1863/44, Praha 4 - Chodov;;;;;;Hlavní město Praha;;;;;226;[205];;25612778;[288];24;1562;klicek@klicek.cz;;;;;;96;"{""value"": ""Czechia"", ""subpremise"": """", ""street_number"": """", ""route"": """", ""sublocality"": """", ""locality"": """", ""admin_area_level_1"": """", ""admin_area_level_2"": """", ""country"": ""Czechia"", ""postal_code"": """", ""formatted_address"": ""Czechia""}";;;12795779;https://www.klicek.cz/, http://www.klicek.cz;;208;11629944;272922133;315;;[269];;;iveta@vividbooks.com;XZ9DA2;;160;;64
39228;25612778;sloucit;merge;0;1;2;Základní škola Klíček;12795779;[];;;;;;7;2025-05-06T08:46:04Z;2026-01-20T12:28:41Z;False;Hlavní město Praha;;;;;Prague;Prague;Hlavní město Praha;;Czechia;Prague, Czechia;226;;;25612778 ;;;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;12795779;;;208;12795779;;315;;;;;iveta@vividbooks.com;XZ9DA2;;;;
5083;25741497;ponechat;merge;1;1;3;ZŠ něm.-čes. por. T.Manna, o.p.s. – Střížkovská 32/27, Praha 8 - Střížkov;11629944;[];;;;;;7;2021-07-16T12:48:04Z;2026-06-17T06:33:25Z;False;Střížkovská 32/27, Praha 8 - Střížkov;;;;;;Hlavní město Praha;;;;;226;;;25741497;;24;24362;skola@gtmskola.cz;;;;;;248;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;18026774;https://www.zsncp.cz/;;208;18026774;+420 283 882 581;;;;386;;gabriela@vividbooks.com;;;248;;0
39383;25741497;sloucit;merge;0;1;1;Základní škola německo-českého porozumění Thomase Manna, o.p.s.;12795779;[];;;;;;7;2025-08-29T18:38:32Z;2026-05-25T10:09:59Z;False;Hlavní město Praha;;;;;Prague;Prague;Hlavní město Praha;;Czechia;Prague, Czechia;226;;;25741497 ;;24;;;;;;;;;"{""value"": ""Czech republic"", ""subpremise"": null, ""street_number"": null, ""route"": null, ""sublocality"": null, ""locality"": null, ""admin_area_level_1"": null, ""admin_area_level_2"": null, ""country"": ""Czechia"", ""postal_code"": null, ""formatted_address"": ""Czechia""}";;;;;;208;;;;;;;;iveta@vividbooks.com;H8QTHE;;;;
